geneSymbol,C3N.01799,C3N.01799.N,C3L.01890,C3L.01890.N,C3N.00572,C3N.00572.N,C3N.02423,C3N.02423.N,C3N.02729,C3N.02729.N,C3L.00263,C3L.00263.N,C3N.01410,C3N.01410.N,C3N.00578,C3N.00578.N,C3N.02587,C3N.02587.N,C3L.00893,C3L.00893.N,C3N.01488,C3N.01488.N,C3N.01413,C3N.01413.N,C3N.01030,C3N.01030.N,C3N.02588,C3N.02588.N,C3N.00552,C3N.00552.N,C3L.01889,C3L.01889.N,C3N.00169,C3N.00169.N,C3L.00422,C3L.00422.N,C3L.00083,C3L.00083.N,C3N.00551,C3N.00551.N,C3N.02089,C3N.02089.N,C3L.01682,C3L.01682.N,C3N.01016,C3N.01016.N,C3N.00580,C3N.00580.N,C3N.02000,C3N.02000.N,C3N.01489,C3N.01489.N,C3N.00737,C3N.00737.N,C3N.01405,C3N.01405.N,C3N.01416,C3N.01416.N,C3N.02149,C3N.02149.N,C3N.02424,C3N.02424.N,C3L.00279,C3L.00279.N,C3N.02379,C3L.00095,C3L.00095.N,C3N.02572,C3N.02572.N,C3N.00559,C3N.00559.N,C3L.02345,C3L.02345.N,C3L.00093,C3L.00093.N,C3L.00510,C3L.00510.N,C3L.00913,C3L.00913.N,C3L.00412,C3L.00412.N,C3N.01415,C3N.01415.N,C3N.00549,C3N.00549.N,C3N.02433,C3N.02433.N,C3N.01021,C3N.01021.N,C3N.00203,C3N.00203.N,C3L.01330,C3L.01330.N,C3N.00574,C3N.00574.N,C3N.01071,C3N.01071.N,C3N.00550,C3N.00550.N,C3N.00167,C3N.00167.N,C3L.00001,C3L.00001.N,C3L.01632,C3L.01632.N,C3N.02155,C3N.02155.N,C3N.00217,C3N.00217.N,C3N.02002,C3N.02002.N,C3N.02145,C3N.02145.N,C3N.02586,C3N.02586.N,C3L.02219,C3L.02219.N,C3N.00180,C3N.00180.N,C3N.00704,C3N.00704.N,C3N.02158,C3N.02158.N,C3N.02421,C3N.02421.N,C3N.00556,C3N.00556.N,C3N.01072,C3N.01072.N,C3L.00094,C3L.00094.N,C3L.00144,C3L.00144.N,C3N.00223,C3N.00223.N,C3N.02380,C3L.01924,C3L.01924.N,C3N.00433,C3N.00433.N,C3L.01683,C3L.01683.N,C3N.00293,C3N.00293.N,C3N.02380.N,C3L.00009,C3L.00009.N,C3N.00546,C3N.00546.N,C3N.01414,C3N.01414.N,C3N.02087,C3N.02087.N,C3L.00140,C3L.00140.N,C3N.02529,C3N.02529.N,C3L.00368,C3L.00368.N,C3N.02067,C3N.02067.N,C3L.00080,C3L.00080.N,C3N.00547,C3N.00547.N,C3N.01023,C3N.01023.N,C3N.01024,C3N.01024.N,C3L.00973,C3L.00973.N,C3L.02348,C3L.02348.N,C3L.02508,C3L.02508.N,C3N.00560,C3N.00560.N,C3L.00604,C3L.00604.N,C3N.00199,C3N.00199.N,C3N.00579,C3N.00579.N,C3N.02582,C3N.02582.N,C3L.02350,C3L.02350.N,C3N.00738,C3N.00738.N,C3N.00959,C3N.00959.N,C3N.02003,C3N.02003.N,C3N.02379.N,C3N.00175,C3N.00175.N,C3N.01823,C3N.01823.N,C3L.02549,C3L.02549.N,C3L.02365,C3L.02365.N
C12orf10,0.2386,0.7915,-0.3875,-0.1104,-1.2305,0.0427,-0.9275,0.7156,0.0216,0.175,1.0462,0.7794,-0.0848,0.5032,0.634,-0.0622,0.232,0.2273,-0.1676,-0.1158,0.9764,-0.3617,0.133,-0.2386,-0.0747,-1.06,-0.863,-0.3956,0.3556,-0.1665,-1.341,-0.7308,-0.9207,-0.5091,0.5124,-0.1145,0.0801,-0.4422,0.4497,-0.2039,1.574,-0.1228,-0.6973,-0.2415,0.5345,-0.8687,-0.2338,-0.7274,0.0141,-0.8424,0.0635,-0.1512,-0.2069,-0.2982,0.3624,-0.3047,-1.0731,-0.8266,1.5753,-1.2008,0.8066,-0.0082,-0.3243,-0.1629,0.3744,-0.8759999999999999,-0.1583,-0.0402,0.1109,-0.4666,0.0395,0.6472,-0.1351,-0.1766,0.0009,0.1239,0.4988,1.3421,-0.0235,-0.2893,-0.1592,-0.2601,0.1057,1.5528,-0.157,-0.9048,0.2209,-0.4877,0.0631,0.8427,-0.8884,-0.4046,-0.3754,1.4627,0.1214,1.8908,-1.05,-0.5208,-0.4633,0.2513,-0.7773,-1.0325,-0.785,0.1554,-0.3582,-0.1002,-0.4179,-0.7909,0.1141,-0.421,-0.2362,-0.5023,-0.015,-0.156,0.061,-0.5975,0.0306,0.6934,-0.1811,-0.0652,-0.1982,0.4663,0.2973,0.8814,-0.2002,1.7268,0.3328,0.7565,0.2003,0.6285,-0.0143,0.998,-0.2936,-0.4602,0.1471,1.0558,-0.225,-0.4494,0.3338,-0.5063,0.6313,0.1247,-0.0485,-0.3562,-0.3713,1.8745,-0.4241,0.1903,0.4494,0.9494,-0.2761,0.9257,-0.0693,0.0504,-0.1852,0.0107,0.0351,0.3545,-0.2805,0.1086,0.1562,0.847,-1.0005,-0.6894,-0.2327,-0.4785,-0.6652,0.3573,-0.6843,0.4314,-0.478,0.2683,-1.0386,0.2774,0.221,-0.2098,-0.7482,-0.2275,0.1102,-0.0648,0.0079,-0.6495,0.3652,-0.0947,0.373,-0.016,-0.3965,-0.7766,-0.7816,0.3451,0.1872,-0.3251,-0.1469,-0.328,-0.2323,0.0692,3.1982,0.4744,0.5152,-0.2954,-0.2355,-0.2535
C12orf29,-0.3303,0.3788,0.4868,0.5377,-1.5565,-0.4376,0.8277,1.1463,-0.7077,-0.3443,0.2983,-0.5537,-0.2818,-1.0079,-1.2575,0.0113,-0.841,1.1291,0.9228,0.3631,0.0685,-0.6272,0.6696,0.5866,-0.6408,-0.6077,-0.2252,0.4033,0.2208,-1.3221,0.1201,0.6268,0.6561,0.1606,-0.1629,0.7168,0.171,-0.0618,0.2735,-1.3151,2.8883,0.8061,-0.4063,-0.0423,1.7303,-0.2989,1.5818,-0.1034,0.29600000000000004,-0.5894,0.5596,-1.2428,1.0524,-1.2935,0.9772,-0.6402,0.0566,0.0206,3.1481,0.0081,2.358,0.4898,-0.7245,-0.3557,0.6855,0.8125,0.4527,-1.2071,-1.073,0.9253,0.6159,0.3777,-0.7055,0.1635,-0.5102,1.0341,-0.1231,-1.3561,-0.7236,1.3102,0.9474,1.5422,-0.3265,0.4118,-0.3477,-0.982,-0.2665,1.2582,0.0698,-0.1448,-0.1795,-0.0996,0.6503,0.6606,-0.1694,1.3694,-0.0971,-2.099,-0.4478,-1.972,-0.106,-0.2246,0.691,-0.068,-1.7048,-0.0919,-0.7884,0.4534,-2.5238,-1.871,-0.7557,-1.0605,-1.1414,0.1946,-1.7658,-0.7745,-0.8259,0.7842,-0.6328,-0.2067,-0.7104,-0.0133,-1.1371,0.3115,-0.2935,0.746,-0.0682,-0.2414,-0.9246,0.5075,-0.003,0.81,-0.3201,-0.2946,0.0282,-0.7528,0.6706,0.5843,-0.8212,0.2996,1.2202,1.192,1.0678,-0.6658,-0.3568,0.6276,0.2842,0.9369,-0.3295,0.9392,1.3217,0.9128,0.1034,1.8594,-0.4318,0.3306,-0.1923,0.8846,-0.2055,0.2393,0.0618,1.6084,-0.1958,-1.0126,-0.902,-0.282,-0.6214,0.0968,-0.7593,0.0113,-0.5402,-0.7598,0.0348,-1.4564,0.0214,0.8835,-0.5443,-0.8006,0.7379,0.1846,-0.1986,-0.3337,0.8498,1.8461,0.6632,1.2338,0.2256,0.2092,0.723,0.9062,-0.1141,0.6322,-0.5829,-0.2075,0.2024,-0.3134,0.086,-0.5563,-0.7215,-0.3386,-0.4463,-0.2385
C12orf4,-0.0427,1.1809,-0.3459,0.59,-0.1651,1.0551,-0.5502,1.092,0.4028,0.4458,0.1144,0.1836,-0.7466,0.5781,-0.061,0.3295,0.1345,1.0556,0.3224,0.5768,-0.8816,1.3591,-1.0159,0.4834,-0.6639,0.8168,-1.6323,0.2482,0.2896,0.7023,-0.0752,0.6914,-0.3107,1.3846,-1.8432,-0.7802,0.3198,0.2715,-0.2314,1.5118,-0.6195,1.5527,0.4195,0.942,-0.4317,1.6803,-0.2679,1.5151,0.2376,0.5145,0.1428,0.6236,-0.35600000000000004,0.193,1.005,0.3663,-0.4785,0.9546,-0.5091,1.0118,-0.7708,1.1749,-0.0893,0.816,-0.7902,0.2567,0.2131,0.7815,0.6071,0.2466,1.3348,-0.5445,0.152,-0.5876,0.6767,-0.0703,0.246,0.9102,-0.4168,1.084,1.3568,-0.2962,0.421,-0.4365,0.9962,0.5075,0.4827,0.1862,0.6271,-0.8139,-0.0549,0.3499,0.7988,-1.1482,-0.0486,0.7867,1.6051,-1.1721,1.1058,-0.4379,0.8491,-0.3666,1.0778,-0.8256,0.5083,-0.0608,0.4266,-1.102,0.3052,-0.9381,0.7725,0.1545,1.2348,-0.5332,1.3889,0.0256,0.8628,-0.2664,2.2972,-0.3748,0.5531,-0.2242,0.1814,-0.6989,0.4996,-0.6994,0.5367,-1.214,1.0113,-0.3929,1.0489,-0.8061,0.7642,0.0288,1.1163,-0.15,-0.8606,1.898,0.2768,0.581,-0.0626,0.7977,0.3684,2.0346,0.865,-0.1584,1.5537,-1.2256,1.2108,-0.4378,0.1713,-0.7066,1.0369,-0.5264,1.0873,-0.5378,1.3994,-0.349,1.0255,-0.9956,0.3901,-0.1439,1.122,-1.0756,1.1402,-1.0768,-0.3194,-0.2968,0.9747,0.1514,0.4995,-0.8343,1.0362,0.7259,-0.7728,-0.5505,0.731,-0.3519,-0.2018,0.09,0.3618,-0.7285,1.0722,-0.3779,0.8652,0.2322,1.3641,-0.0196,0.9062,0.5677,0.4347,-0.6909,1.1457,1.3104,0.4975,0.2562,-0.6184,1.1542,0.3713,0.4972,-0.5679,-0.21600000000000005
C12orf43,1.1719,-0.7261,-2.386,-1.3649,-2.2545,-0.9623,-0.5463,-0.9492,0.535,-0.9527,0.1923,-0.3521,0.1556,-1.5985,-0.0184,-1.5764,0.995,-1.3525,-2.3324,-3.3033,1.2157,-2.5316,-0.9643,-2.8092,-1.5245,-0.4524,-1.0253,-0.3416,-0.4231,-0.4156,-2.0563,-0.1369,-1.2274,-0.0143,0.9444,-0.1814,0.295,0.4101,0.3959,-0.9434,1.3657,-0.6626,-0.2923,-0.6134,0.0931,-0.8087,0.6559,-0.8926,0.5681,0.036000000000000004,0.6767,0.5622,1.1159,-0.2271,1.6365,0.1481,-0.6648,-0.2292,1.2519,-0.7804,0.8929,-0.3348,-0.0525,-0.4862,-0.1731,-0.7292,1.5669,-0.2337,-0.0734,-0.1991,0.162,0.1502,-0.3439,1.1556,0.2497,2.3151,0.9086,-0.2434,-0.0096,-0.1893,0.0506,1.1201,0.9934,0.7289,0.2797,-0.16,0.322,-0.8131,-1.2572,0.4619,-1.3809,-0.7513,-1.3582,-0.9144,-1.6082,0.5162,0.9637,1.3173,1.7915,2.2237,1.8111,1.7667,-1.4362,0.2127,-0.9614,0.6907,-1.6462,0.675,-1.169,-0.5537,-1.7719,,,,,,,,,-1.45,-1.344,0.74,-1.2937,-0.3388,-1.1118,1.4622,-0.9552,0.8009999999999999,-0.4309,0.7875,-0.0369,0.616,-0.3617,0.229,0.2624,0.5534,0.7829999999999999,0.185,1.2821,-0.5202,0.4063,0.0654,0.7674,-1.2545,-0.3351,,,,,,,,,1.169,0.7584,0.6129,0.5396,-0.4504,0.0692,-0.9891,-0.469,-0.6571,-0.111,0.2174,0.0449,0.1638,-0.9514,-0.5912,0.16399999999999998,0.4281,-0.1788,-0.0118,0.4954,0.2456,-1.1241,1.4587,0.7342,-0.0408,-0.2972,-1.3349,-0.6409,0.015,-0.8542,1.3179,0.0424,-0.4184,-1.2053,-1.6334,-0.9252,-0.9167,-0.782,1.3353,-0.8085,-0.7886,-1.3513,-0.9936,0.5797,-1.9195,-0.6789,-0.1981,-0.3896,-1.5433
C12orf45,3.9941,-0.2934,-5.4323,-3.4487,2.2227,0.6893,-14.0273,-10.4276,-1.0965,-1.9357,-0.1287,-1.6401,1.6324,-1.3656,2.3616,-0.919,1.4854,-2.5682,-0.5636,-2.0111,1.0257,-1.6597,-0.008,-2.8012,0.1765,-2.1098,0.9358,-1.7943,1.5939,-4.5919,-1.445,-2.2137,0.236,-1.3424,2.0721,-1.0988,0.1793,-1.3859,-0.4584,-2.2987,1.6828,-1.0482,-1.0394,-1.2784,0.9281,-0.9586,2.5888,-1.366,0.769,-1.7823,1.6929,-1.8823,2.6735,-1.2095,-0.0799,-2.8977,-0.4825,-2.0974,1.3430000000000002,-2.022,3.636,-0.1914,0.1788,-1.4532,1.3791,2.3647,-1.7846,-3.2910000000000004,-3.9689,0.2323,-1.733,-0.775,-2.0551,1.8784,-1.9898,0.3382,-0.0504,-0.9747,-1.8645,-1.1522,-0.9409,2.2143,-0.6302,0.5198,-1.8761,-0.5691,-0.4272,-0.1776,-1.0913,1.1461,-0.5355,0.1958,-0.6821,-0.2487,-1.2411,0.6361,-1.6266,0.0303,-3.833,1.9506,-3.21,2.1833,-1.0652,-1.2421,-0.9274,0.9639,-3.1014,2.3311,-0.9131,-0.8752,-2.0108,-1.4644,-2.017,-0.8137,-2.0055,0.4449,-1.2277,-0.3494,-2.2344,0.0575,-1.0405,0.2905,-1.9044,0.2835,-1.7362,1.0041,-1.8048,-0.3876,-1.1361,1.6947,-1.1039,2.1897,-1.3363,-1.2072,-2.1443,-0.2961,2.2339,-0.3226,-0.2045,-1.1316,-0.3439,-0.6165,0.7943,-1.1652,-0.9026,0.1174,-0.0341,0.6108,-1.7365,0.1191,-1.4323,0.7835,-1.5908,0.8689,-1.6257,1.5216,-1.148,-1.1834,-0.6944,0.8992,-0.9719,1.6668,-0.7605,2.7203,-0.9476,0.331,-1.162,0.3969,-1.4537,-0.1906,-1.4466,0.2832,-0.7102,-0.0298,-1.7645,-0.2119,-2.852,1.0957,-0.6974,-0.9077,-0.6409,-0.4061,-1.3388,2.3074,-1.2324,-11.7825,-1.6564,1.8771,-1.8481,-0.7059,-3.0378,3.5386,-3.9941,-3.1319,0.6208,-0.8802,0.1639,-1.258,-0.2764,-1.8985,-0.0464,-1.2059
C12orf57,-1.2317,-0.6063,-0.9184,-0.7899,1.9059,0.512,0.2082,-0.2724,0.5477,-0.0104,-0.0445,0.4725,-0.3505,-0.3369,1.1224,0.6828,1.6836,-0.0365,1.1176,-0.5431,0.4627,-0.0798,0.016,-0.5242,1.4155,0.0134,0.449,-0.3585,1.4369999999999998,-0.6531,1.1322,0.9742,0.236,0.6554,0.9285,0.3665,0.5224,-0.1296,0.7842,0.1228,-0.5919,-0.0702,0.2425,-0.3918,-0.5242,-0.4151,-0.1954,-0.2833,0.04,0.5829,0.0119,-0.9722,0.5332,-1.1772,1.183,-0.1972,1.7691,-0.4972,0.2464,-0.5035,0.5274,-0.4145,1.218,-0.4595,0.3884,0.0609,-1.1916,0.7219,0.9048,0.0914,0.7021,0.4466,0.8902,-0.1058,-0.8868,0.5248,0.5482,0.2987,-1.1671,1.4628,0.4465,-0.0518,-1.22,0.7585,-1.5071,0.9204,-1.5522,0.5308,-1.0482,-0.6719,-1.722,0.1797,-0.1082,-0.8690000000000001,-2.165,-0.0693,-2.4962,0.1242,-0.6764,0.858,-0.3067,1.4227,-0.1141,0.4572,-0.8722,1.5664,-1.7863,0.4221,-0.6742,0.0018,0.0027,0.8703,0.2039,0.2347,0.0178,0.5142,0.0103,1.4340000000000002,0.3616,0.7005,0.3368,1.433,-0.7801,1.1611,-0.193,1.1783,-0.092,0.5467,0.0134,0.5725,-0.7646,-0.5696,-1.0606,1.0607,0.4209,0.7422,0.6545,0.4574,0.1592,-0.5167,-0.2051,0.3292,0.9019,-0.0939,-0.2231,1.1188,-0.4997,1.0485,0.3617,0.5174,-0.5288,0.5184,0.6033,-0.5585,0.5654,-0.6507,-0.2243,0.5967,-0.4981,0.7489,-0.8916,-0.3421,-0.3087,0.4119,-1.0959,-0.5606,-1.325,-1.6105,-0.4816,-0.324,-0.555,-0.2413,0.187,0.1044,-1.6294,-0.0467,-0.3663,0.8762,-0.5799,0.1101,-0.9162,0.038,-0.2544,-0.1138,-0.2479,0.519,-0.073,0.1967,-0.1532,-0.4595,-1.263,-0.8309,-1.2101,-0.1766,1.3246,-0.9964,0.6894,0.2953,-0.2151,-0.1693,-0.2193,-1.4983
C12orf66,-1.1454,0.5053,0.4313,1.0464,-0.7116,-0.2012,-2.0234,0.9726,,,,,,,,,-0.1575,0.9454,0.7476,1.9448,-1.705,1.2837,0.9241,0.6857,-1.0278,0.2868,-0.8126,0.0123,0.4299,0.3287,-1.0315,-0.7349,0.6594,0.9791,-0.9633,-0.7579,-0.0357,-0.9848,0.0673,-0.7107,-0.8038,0.1997,-0.6816,-0.9929,2.267,1.3692,-1.0445,-0.6283,,,,,,,,,-0.9582,1.5774,-0.2093,0.7153,-0.3621,1.0634,-0.6915,0.3236,-0.6191,0.5538,0.6953,0.2843,0.1782,0.1978,2.342,-0.6283,0.152,-0.5806,0.818,0.313,-0.1463,1.2444,1.6835,0.3053,2.9372,-0.6739,1.3438,-0.2901,2.5247,1.0786,2.5668,0.9825,0.156,-2.5222,0.4108,0.9791,-0.0159,1.06,1.4394,,,,,,,,,,,,,,,,,1.1986,-0.1105,1.9409,0.6778,3.7376,0.4,-0.6752,0.54,1.1834,0.3178,-0.6938,-1.4659,-0.192,-0.7924,-1.7931,0.4654,0.1685,0.4118,-0.2697,-0.2858,-0.7,-0.2332,-0.0174,1.2388,0.9523,-0.6809,0.0021,-1.167,-0.5931,-1.094,0.1158,0.5164,-0.4929,0.2613,-0.5136,-0.6112,0.648,0.2424,0.1157,0.8307,1.375,0.5334,0.8078,0.594,-0.2689,0.6213,0.4593,0.501,-0.2312,0.1841,-1.187,0.7408,-0.4234,-1.2708,-0.0326,0.1138,-1.1349,-0.6242,-0.8190000000000001,1.1838,-1.0846,-0.3457,0.2174,0.9716,0.0553,0.2811,,,,,,,,,-0.795,0.1416,-1.6791,0.8164,-0.5278,2.5037,-0.5252,0.8704,1.6566,0.8511,1.0837,0.239,0.5438,0.6671,0.472,0.159,1.8273
C14orf119,-0.5381,0.1525,-0.1342,-0.201,1.0655,-0.1458,0.7482,-0.2507,-0.6391,1.0876,-1.6713,0.7674,-0.7283,1.1936,0.0866,0.361,-0.4977,2.2246,-1.6379,2.155,-2.1308,-0.2142,-0.3692,3.3555,0.5953,-0.0575,-0.6728,-0.3383,0.0777,-0.1926,-0.3238,0.0288,,,,,,,,,-0.7928,-0.8974,-1.3344,-1.331,1.9957,-0.8612,0.5407,-0.7751,,,,,,,,,-0.4746,-0.3234,0.0377,-0.2362,0.3489,-0.5977,0.9536,0.9969,2.0564,,,,,,,0.8088,-0.6384,0.5072,1.0802,0.1516,-0.5358,1.0647,-1.3763,-0.063,-0.3352,-0.835,-0.8141,-0.5932,-1.1842,-0.1176,-1.2956,2.0124,0.6669,-2.5717,-1.5589,-1.0113,0.0336,-0.6157,-0.8173,0.8285,0.6029,2.1565,0.0309,-0.7936,-0.9226,-0.6791,-0.0904,,,,,,,,,-0.3479,0.387,2.041,-0.434,0.7796,0.6314,-0.6871,0.8246,-0.6816,-0.6687,-1.0027,0.7170000000000001,-0.3563,0.3453,-0.4606,-0.442,-0.0126,-0.2758,3.1707,-0.4479,-1.3792,-1.0001,-0.1214,-1.2184,-0.4575,0.7316,-0.3151,1.0112,-0.211,0.8601,-0.4772,1.1933,0.0874,-0.505,0.3933,-0.9415,-0.0843,-0.4348,-0.3163,-0.125,0.318,-0.5103,1.0059,0.8978,-0.7851,0.5396,-0.9641,0.5794,-0.6984,0.4320000000000001,-0.4193,-0.3322,-0.5006,-0.0692,-0.8422,0.2291,-0.0731,-0.5567,0.2328,-0.5343,0.2742,0.2151,1.2096,-0.7748,0.7794,-0.3857,1.2234,-0.2385,2.3663,-0.2805,-0.3962,-0.8462,-0.2793,-0.3287,0.4334,-0.2099,0.3839,-0.4009,0.1432,-0.1935,1.6725,0.1514,-0.2786,0.3029,-0.6903,0.265,-0.2639,-0.495,0.4864,0.1671,-0.1111
C15orf38-AP3S2,-0.7043,0.7915,-0.0093,0.3007,-0.6519,0.8778,-0.9314,1.045,0.1055,0.9948,0.7314,0.5959,-0.5909,0.3757,-0.3363,0.8681,0.7904,0.9922,0.6372,0.4941,-0.9414,0.6905,0.133,0.3842,-1.3512,0.9012,-1.1651,1.0167,-0.2525,0.4069,0.3052,0.7642,0.3127,1.5855,0.9808,1.5578,-0.3292,0.1476,0.5692,1.0388,-1.6001,0.764,0.6437,0.7354,-0.4615,1.5341,-1.2557,0.7847,0.3672,0.4701,-1.3281,-0.1205,-1.5131,-1.1707,-0.945,0.3598,-0.649,0.1907,-1.8292,0.2688,-0.9435,0.43,0.6598,0.1189,-0.4677,0.1378,0.0693,2.3265,0.919,-1.2545,1.0665,0.3298,0.8752,0.6738,1.208,-0.7687,0.7691,-0.3348,-0.057,0.1001,1.1775,0.2536,0.3247,0.4223,0.7195,1.7307,0.3168,-1.1309,0.4413,-1.3862,0.2506,0.3242,0.802,-1.1515,0.04,0.5636,0.313,0.9697,0.6641,-0.0186,1.1986,-0.13,0.399,0.7771,1.018,-0.4666,0.4599,-1.4959,0.3632,1.5008,1.0114,-0.6927,0.598,1.2163,0.9371,0.1333,0.6151,-0.6831,1.0068,-0.6229,0.8604,-1.0228,0.0217,0.6052,0.4027,-1.2124,0.4042,-0.6101,0.8808,-0.8678,1.0942,-0.1784,0.1332,0.6641,0.8389,0.2093,-0.3952,0.6365,-0.1474,0.6296,0.0837,1.0348,-0.2413,0.2576,0.9192,0.722,1.3627,0.7281,1.7125,-1.4064,-0.3836,0.4215,0.787,-0.3429,0.9729,-0.4598,0.7776,-0.349,1.2895,-0.4501,0.5124,0.459,0.8302,-1.6219,-0.0007,-1.3232,0.7935,-0.9452,0.393,-0.3599,0.1559,-0.7985,1.1764,0.9236,-1.1512,-0.2914,0.4364,0.1623,0.6608,-0.7242,0.3225,-0.2877,0.8498,-0.4320000000000001,0.7293,-0.2172,0.5647,-1.0843,-0.0454,0.3302,-0.1304,0.4494,0.8856,0.7663,-0.6701,0.4149,0.3487,1.2602,0.3393,0.5908,-0.168,0.0014
C15orf39,-0.4614,2.6786,1.8746,1.3705,0.1655,0.6967,-1.2412,1.2114,-0.4739,2.0854,-1.154,1.5288,0.0503,1.8424,-1.1919,1.2073,-1.1876,1.8071,-0.8557,3.2094,0.1671,2.8308,-2.0065,1.5862,,,,,,,,,,,,,,,,,-0.5826,-0.589,0.9386,2.3884,-0.0948,-0.6063,-0.0759,-0.7347,,,,,,,,,,,,,,,,,,0.8405,-1.2365,0.8648,-0.2294,-0.1128,-0.5204,1.6921,-0.4595,-0.0243,-0.7120000000000001,0.2852,-1.9714,-2.1315,-2.4586,-0.7576,0.5447,-1.0905,1.297,-0.1909,1.2822,-0.025,2.4813,-1.3377,2.7568,-0.9731,3.3001,-0.0675,2.0586,0.8912,3.0999,0.3238,3.8901,1.2421,3.2555,0.2069,1.1986,0.5770000000000001,0.6358,0.6353,-0.0779,0.4526,0.3531,0.337,0.353,0.0193,-0.0428,-1.1984,0.3193,0.2647,0.5914,-0.6052,1.2362,-0.7088,-0.6593,0.2603,-0.0009,0.8053,-0.2821,1.1506,-0.333,0.6008,-0.595,0.124,0.6409999999999999,0.1559,1.0942,0.716,0.5261,0.2021,0.8353,-0.1621,-0.8446,-0.8824,-0.2793,-0.4542,-0.2276,-0.1333,1.0185,0.9132,-0.5592,0.9261,-0.3246,-1.32,0.6108,0.244,3.085,-0.9296,0.4893,-1.6130000000000002,-0.4712,-0.2474,-0.2882,0.0764,-0.598,-1.3583,-0.0569,-1.1119,0.4066,-0.2546,1.1021,0.0641,1.7116,-0.0193,0.4342,-0.3436,0.0522,-1.4451,0.151,0.4787,1.6493,-0.2037,-0.0944,,,,,,,,,,,,,,,,,,-0.1447,2.7841,0.2101,4.6883,0.9976,3.9556,0.0239,3.7245
C15orf40,-0.7906,0.2191,0.29600000000000004,0.7781,-0.7391,0.7817,-1.9241,0.8749,0.1233,0.5905,0.8748,1.3813,-0.5336,1.4709,-0.0675,0.9835,0.7969,1.2694,0.0985,0.3976,-0.8851,1.1231,0.2568,1.3601,-1.6862,1.0598,-0.407,1.1549,-1.6063,1.1049,0.2621,1.051,-0.7040000000000001,0.261,0.3509,0.8666,0.4397,0.9881,0.7275,0.5169,1.9445,0.3715,-1.5585,-0.1964,0.1975,0.4021,-0.8866,0.5242,-0.446,0.4427,0.0119,0.8696,-0.2096,0.4968,-0.3553,1.1253,-0.9938,-0.298,0.073,-0.0049,-0.529,-0.295,0.1384,0.5816,-0.0741,-0.9494,1.8424,-0.4808,0.5894,-0.4982,0.828,-0.7391,0.9014,-0.6479,1.3291,0.7542,1.4346,0.1411,0.6347,0.1632,1.0218,-1.3237,1.1656,2.0945,0.8578,-0.9781,2.6861,-0.9356,1.2441,-1.0484,1.0872,-0.0225,0.9834,-0.4598,1.4,-0.0219,1.235,0.1462,1.1552,-1.1748,0.9114,-1.0862,1.5435,1.9512,1.0478,0.08199999999999999,0.6068,-1.102,1.4041,0.6133,1.0455,-0.9521,0.4547,-0.5332,0.6935,-1.1707,0.4852,-0.3928,0.1718,-0.8390000000000001,0.5114,0.1398,0.7326,-0.0521,1.1097,-0.3187,1.3421,0.28300000000000003,0.6269,-0.6057,1.0791,0.2491,0.4128,0.5717,0.6155,0.1637,-0.7772,0.7709,-0.5324,0.5775,-0.1038,0.5634,-0.5551,1.9649,0.8939,-0.0261,-0.0023,-0.6707,0.8143,-0.1003,0.6826,-0.8133,0.3607,-0.1477,0.4689,-1.1481,1.0974,-1.383,0.9041,-0.3651,0.205,-0.6946,-0.2664,-1.0355,0.7332,-0.9741,0.2689,-0.9508,0.4718,-0.2394,1.2371,-1.1382,0.1269,0.8177,0.7138,-0.4362,1.1064,-2.0517,0.3378,-0.0534,0.6076,-1.0837,0.8220000000000001,-1.3197,1.3134,-0.29,0.5522,0.101,0.7661,0.6568,1.9129,-0.1251,0.9545,0.8003,-1.3383,1.0894,0.3285,1.1542,0.8324,0.9583,-0.4382,1.1787
